x,y,z
8.485811687752681,11.485811687752681,27.0
8.51581168775268,11.482811687752681,27.02545743506326
8.54548168775268,11.47962789702963,27.05116600206277
8.57482314984545,11.47625651268669,27.077119492311553
8.603837483473862,11.472693793315871,27.10331168464411
8.632526046572282,11.468936060061207,27.129736345276513
8.660890146707171,11.464979697667932,27.15638722770861
8.688931042216778,11.460821155517438,27.183258072668043
8.716649943349784,11.456456948647796,27.210342608095708
8.744048013402764,11.451883658759556,27.237634549172338
8.771126369856333,11.447097935206592,27.265127598385792
8.797886085509836,11.442096495971663,27.292815445638716
8.824328189614453,11.436876128626395,27.320691768396166
8.850453669004573,11.431433691275346,27.34875023187282
8.87626346922728,11.425766113483832,27.376984489259346
8.901758495669846,11.419870397189097,27.405388181987544
8.926939614685038,11.413743617594527,27.43395494003381
8.951807654714132,11.407382924046441,27.462678382260503
8.976363407407455,11.400785540893118,27.491552116794747
9.000607628742312,11.393948768325602,27.520569741444227
9.024541040138145,11.386869983199883,27.549724844149484
9.048164329568761,11.379546639840012,27.579011003472242
9.071478152671475,11.371976270821696,27.608421789119248
9.094483133852977,11.364156487735942,27.637950762501124
9.117179867391807,11.356084981932264,27.667591477325715
9.139568918537211,11.347759525241008,27.69733748022535
9.16165082460425,11.339177970674305,27.727182311417515
9.18342609606495,11.330338253105198,27.757119505398325
9.204895217635354,11.321238389924444,27.787142591668236
9.226058649358245,11.311876481674512,27.817245095489383
9.246916827681408,11.30225071266031,27.847420538673937
9.267470166531197,11.292359351536145,27.877662440402865
9.287719058381247,11.282200751868421,27.90796431807442
9.30766387531612,11.271773352673625,27.93831968818173
9.327304970089696,11.26107567893108,27.968722067218778
9.34664267717811,11.250106342070033,27.999164972614157
9.36567731382703,11.238864040430565,28.029641923691777
9.384409181093066,11.227347559697876,28.06014644265794
9.402838564879113,11.215555773309488,28.090672055613922
9.420965736963417,11.203487642834896,28.121212293593427
9.438790956022132,11.191142218327219,28.151760693624055
9.456314468645182,11.178518638646434,28.182310799812065
9.473536510345195,11.165616131753735,28.21285616444962
9.49045730655928,11.152434014976615,28.2433903491437
9.507077073643453,11.138971695244262,28.27390692596589
9.523396019859462,11.125228669292856,28.30439947862216
9.539414346353796,11.111204523840405,28.334861603641844
9.555132248128663,11.09689893573074,28.365286911584924
9.570549915004683,11.082311672046306,28.395669028266752
9.5856675325751,11.06744259018941,28.426001595999324
9.600485283151242,11.052291637931624,28.456278274848213
9.615003346699046,11.03685885343099,28.48649274390425
9.629221901766366,11.021144365216776,28.516638702569043
