x,y,z
8.495811687752681,11.485811687752681,27.0
8.52571168775268,11.482821687752681,27.025572293180137
8.555282787752681,11.479646555753833,27.051394318945878
8.584526425432692,11.476282499053566,27.077459872885175
8.613443986168901,11.472725786654252,27.103762737783047
8.642036804173754,11.46897275032402,27.130296683493402
8.670306163635257,11.465019785643658,27.157055466852892
8.69825329985534,11.460863353039363,27.18403283163646
8.72587940038718,11.456499978801116,27.211222508554254
8.75318560617132,11.45192625608641,27.238618215289495
8.78017301267047,11.447138845909052,27.26621365657703
8.806842671002856,11.442134478112731,27.29400252432208
8.833195589073956,11.436909952329039,27.32197849775891
8.859232732706506,11.431462138919603,27.350135243648936
8.884955026768637,11.425787979901981,27.378466416517934
8.910363356299971,11.419884489858944,27.406965658931902
8.93545856763556,11.413748756830765,27.435626601811148
8.960241469527512,11.407377943190127,27.464442864782182
8.984712834264139,11.400769286499218,27.493408056566953
9.00887339878649,11.393920100348616,27.522515775408984
9.032723865802112,11.386827775177526,27.551759609535896
9.056264904895865,11.37948977907491,27.58113313765789
9.079497153637655,11.371903658561088,27.610629929501613
9.10242121868689,11.36406703934933,27.64024354637898
9.125037676893514,11.355977627086979,27.66996754179034
9.14734707639545,11.347633208075653,27.699795462061513
9.169349937712251,11.339031649970009,27.729720847014093
9.19104675483483,11.330170902454634,27.759737230668478
9.212437996311028,11.321048997898552,27.789838141979015
9.233524106326904,11.311664051986861,27.820017105600698
9.254305505783503,11.302014264329037,27.850267642686752
9.274782593368958,11.292097919043385,27.88058327171653
9.294955746625702,11.281913385317182,27.910957509353025
9.314825323012617,11.271459117941998,27.941383871329368
9.334391660961911,11.260733657823733,27.97185587336364
9.35365508093053,11.249735632466889,28.002367032101283
9.372615886445892,11.238463756432582,28.032910866084418
9.39127436514576,11.22691683176985,28.063480896747357
9.409630789812,11.21509374841978,28.094070649437555
9.42768541939808,11.202993484591996,28.124673654461265
9.445438500050019,11.190615107113057,28.155283448153117
9.462890266120649,11.177957771746339,28.18589357396886
9.480040941176906,11.165020723482948,28.21649758360045
9.496890738999966,11.151803296803267,28.247089038112694
9.513439864577999,11.138304915908703,28.277661509100607
9.529688515091305,11.124525094923259,28.308208579866665
9.545636880889624,11.110463438064528,28.338723846617096
9.561285146461373,11.096119639783758,28.369200919676334
9.576633491394597,11.081493484874613,28.39963342471878
9.591682091329398,11.066584848550296,28.430015004016976
9.606431118901607,11.051393696488713,28.46033931770528
9.620880744677478,11.035920084845367,28.49060004505814
9.635031138079157,11.020164160233684,28.52079088578206
9.648882468300702,11.004126159672511,28.550905561320274
9.66243490521442,10.987806410500527,28.580937816169268
9.67568862026728,10.971205330257312,28.610881419206102
9.68864378736718,10.95432342653091,28.640730165025666
9.701300583758817,10.937161296771626,28.67047787528681
9.713659190888945,10.919719628071936,28.700118400066454
9.725719795260776,10.901999196912348,28.72964561922063
9.737482589277292,10.884000868873056,28.759053443751498
9.74894777207325,10.865725598311322,28.78833581717934
9.76011555033563,10.847174428004474,28.81748671691854
9.770986139112319,10.828348488758479,28.84650015565649
9.781559762608781,10.809248998982044,28.87537018273449
9.791836654972514,10.789877264226238,28.904090885529598
9.801817061065051,10.770234676689656,28.932656390836396
9.811501237221297,10.750322714689155,28.961060866247685
9.820889451995976,10.730142942096231,28.989298521533104
9.829981986896978,10.709697007739136,29.017363610014616
9.8387791371054,10.688986644770829,29.04525042993791
9.847281212182054,10.668013670002935,29.072953325838633
9.855488536760262,10.646779983205853,29.100466689902543
9.863401451224718,10.625287566375226,29.127784963318465
9.871020312376222,10.603538482964986,29.15490263762316
9.87834549408211,10.581534877087226,29.18181425603703
9.885377387912161,10.559278972679174,29.208514414789725
9.89211640375983,10.536773072637565,29.23499776443466
9.898562970448609,10.514019557920758,29.261259011151445
9.90471753632333,10.491020886618909,29.287292918035313
9.910580569826287,10.46777959299264,29.31309430637254
9.91615256005795,10.444298286480562,29.338658056900982
9.921434017322177,10.4205796506761,29.36397911105472
9.926425473655716,10.396626442274089,29.38905247219197
9.9311274833419,10.372441489987605,29.413873206805306
9.935540623408357,10.348027693435553,29.43843644571333
9.93966549410863,10.323388022001541,29.462737385232895
9.943502719387558,10.298525513664599,29.486771288331063
9.947052947330329,10.273443273802307,29.51053348575589
9.95031685059505,10.248144473966976,29.534019377145285
9.953295126828769,10.222632350635461,29.557224432113085
9.955988499066835,10.196910203933296,29.580144191311582
9.9583977161155,10.170981396333797,29.60277426746973
9.960523552917683,10.144849351332844,29.62511034640629
9.962366810901836,10.118517552100041,29.64714818801718
9.963928318313817,10.091989540107,29.66888362723631
9.965208930531748,10.065268913733505,29.69031257496927
9.966209530363766,10.038359326852298,29.711431018999168
9.966931028328652,10.011264487393335,29.73223502486399
9.9673743629193,9.983988155888268,29.752720736704884
9.967540500848989,9.95653414399599,29.772884378084782
9.96743043728046,9.928906313010112,29.792722252776795
9.967045196037756,9.901108572349184,29.81223074552184
9.96638582980087,9.873144878030569,29.831406322755015
9.965453420283168,9.845019231128825,29.850245533300203
9.964249078391624,9.816735676219507,29.868745009032498
9.962773944369903,9.788298299809286,29.886901465507993
9.961029187924296,9.75971122875332,29.904711702560544
9.959016008332586,9.730978628660779,29.92217260486514
9.956735634535868,9.702104702289487,29.93928114246754
9.954189325213404,9.673093687930608,29.956034371279863
9.951378368840576,9.643949857784333,29.972429433541848
9.948304083730013,9.614677516327536,29.98846355824753
9.94496781805599,9.585280998674346,30.004134061537112
9.941370949862172,9.555764668930616,30.019438347053832
9.937514887052856,9.526132918543247,30.034373906265664
9.93340106736776,9.496390164645357,30.04893831875172
9.929030958340535,9.466540848398253,30.063129252453237
9.924406057241113,9.43658943333119,30.076944463889085
9.919527891002014,9.406540403679884,30.09038179833574
9.914398016128793,9.37639826272477,30.10343918997172
9.909018018594752,9.346167531129941,30.116114661986458
9.903389513720104,9.315852745283776,30.12840632665371
9.897514146035741,9.285458455642173,30.14031238536953
9.891393589131805,9.2549892250754,30.151831128654894
9.885029545491241,9.224449627219453,30.162960936123167
9.878423746308522,9.193844244832913,30.173700276412486
9.871577951293766,9.16317766816021,30.184047707083312
9.86449394846243,9.132454493302234,30.19400187448132
9.857173553910828,9.101679320595196,30.203561513565866
9.849618611577672,9.070856752998663,30.212725447704333
9.841830992991882,9.039991394493645,30.221492588432596
9.8338125970069,9.009087848491614,30.229861935181955
9.825565349521748,8.978150716255344,30.237832574972863
9.817091203189083,8.947184595332404,30.245403682075832
9.808392137110516,8.916194078002157,30.252574517639882
9.799470156519433,8.88518374973708,30.259344429288966
9.79032729245161,8.854158187679227,30.265712850686793
9.780965601403885,8.82312195913261,30.27167930107053
9.771387164981173,8.792079620072286,30.27724338475384
9.761594089532084,8.761035713670893,30.28240479059977
9.751588505773471,8.729994768843383,30.28716329146399
9.74137256840417,8.698961298810673,30.29151874360897
9.730948455708235,8.667939799682886,30.29547108608961
9.720318369147982,8.636934749062897,30.299020340110904
9.709484532947132,8.60595060467081,30.302166608358277
9.698449193664368,8.574991802990017,30.304910074301144
9.687214619757624,8.544062757935452,30.30725100147037
9.675783101139402,8.513167859544621,30.309189732710248
9.664156948723454,8.482311472691995,30.310726689405655
9.65233849396314,8.451497935827282,30.311862370685063
